,Proliferation,,,
TCGA-D8-A1XD,-0.118803532,,,
TCGA-B6-A0RP,-0.384325823,,,
TCGA-EW-A1PH,0.011114229,,,
TCGA-E2-A15L,0.036826848,,,
TCGA-B6-A0IG,-0.012881177,,,
TCGA-A8-A0A2,-0.270906816,,,
TCGA-B6-A0IH,-0.530448756,,,
TCGA-BH-A1FH,-0.40917462,,,
TCGA-AR-A2LR,-0.01174084,,,
TCGA-LD-A9QF,-0.426682068,,,
TCGA-BH-A1FM,0.096595824,,,
TCGA-AO-A128,0.089015867,,,
TCGA-BH-A18F,-0.069002995,,,
TCGA-D8-A1XV,-0.199735682,,,
TCGA-EW-A1OZ,-0.013346056,,,
TCGA-BH-A0W3,-0.065933673,,,
TCGA-BH-A1EN,-0.124808646,,,
TCGA-EW-A1IW,0.117079787,,,
TCGA-A2-A3XY,-0.002743958,,,
TCGA-BH-A1EV,-0.105232254,,,
TCGA-A7-A0D9,-0.37772304,,,
TCGA-AC-A3EH,-0.286901857,,,
TCGA-AN-A04A,-0.13648669,,,
TCGA-Z7-A8R6,0.062005682,,,
TCGA-AO-A129,-0.039643751,,,
TCGA-AR-A1AI,0.109911995,,,
TCGA-E9-A1N9,0.054617905,,,
TCGA-AN-A0FN,-0.385147066,,,
TCGA-B6-A0RI,0.031538032,,,
TCGA-E2-A1IO,-0.405498035,,,
TCGA-AR-A0TV,-0.037634234,,,
TCGA-D8-A27M,-0.104915218,,,
TCGA-BH-A0BL,0.002996443,,,
TCGA-EW-A1P6,-0.31939642,,,
TCGA-AN-A0XU,0.086001845,,,
TCGA-AR-A1AP,-0.2939252,,,
TCGA-A2-A0YJ,0.042146636,,,
TCGA-A7-A426,-0.381571789,,,
TCGA-AR-A1AT,-0.204508118,,,
TCGA-E2-A1IN,-0.16619853,,,
TCGA-BH-A0AV,0.089079182,,,
TCGA-LD-A74U,-0.465632136,,,
TCGA-D8-A1X8,-0.232036276,,,
TCGA-AN-A0FD,-0.221057331,,,
TCGA-BH-A0E0,-0.20707053,,,
TCGA-BH-A18N,-0.219649122,,,
TCGA-A2-A0CU,-0.153112014,,,
TCGA-EW-A1IY,-0.011835651,,,
TCGA-E9-A2JT,-0.386193603,,,
TCGA-AC-A2BK,0.123632626,,,
TCGA-E2-A15D,-0.405817238,,,
TCGA-BH-A6R9,-0.384779537,,,
TCGA-A2-A0D2,0.125358343,,,
TCGA-AC-A62X,-0.044426241,,,
TCGA-A8-A09C,0.024671813,,,
TCGA-BH-A0BV,-0.198445212,,,
TCGA-BH-A0W7,-0.315903952,,,
TCGA-B6-A0IB,-0.079819506,,,
TCGA-E2-A1L6,-0.272685313,,,
TCGA-AN-A0G0,0.151755098,,,
TCGA-C8-A26X,-0.228660847,,,
TCGA-BH-A0H7,-0.169680555,,,
TCGA-A7-A3IY,-0.322859699,,,
TCGA-AR-A2LH,-0.384335841,,,
TCGA-E2-A107,-0.006524714,,,
TCGA-E9-A244,0.08034562,,,
TCGA-AR-A5QN,-0.289460144,,,
TCGA-AC-A6IW,-0.024476381,,,
TCGA-GI-A2C9,-0.118339291,,,
TCGA-A8-A06R,-0.096925774,,,
TCGA-W8-A86G,-0.503427054,,,
TCGA-GM-A3XN,-0.454827382,,,
TCGA-4H-AAAK,-0.367732189,,,
TCGA-EW-A3U0,-0.134804191,,,
TCGA-AC-A2FO,-0.455783742,,,
TCGA-E2-A1IG,-0.31476659,,,
TCGA-S3-AA12,-0.171618788,,,
TCGA-B6-A0WV,0.025580768,,,
TCGA-A7-A4SF,-0.174174424,,,
TCGA-D8-A1XY,-0.358803279,,,
TCGA-A7-A13D,-0.013276784,,,
TCGA-A1-A0SF,-0.396222935,,,
TCGA-E2-A1IU,-0.390602686,,,
TCGA-E2-A158,-0.027748413,,,
TCGA-E2-A14V,0.153961195,,,
TCGA-AC-A3OD,-0.122473022,,,
TCGA-AR-A0TY,0.098765862,,,
TCGA-AR-A24W,-0.390568356,,,
TCGA-E2-A15T,0.106800278,,,
TCGA-A7-A425,-0.309094942,,,
TCGA-AQ-A0Y5,-0.294218376,,,
TCGA-AC-A8OQ,-0.265461503,,,
TCGA-BH-A0BR,-0.318717885,,,
TCGA-BH-A0HI,-0.393020186,,,
TCGA-GM-A2DM,-0.373023653,,,
TCGA-A2-A1G0,-0.398746415,,,
TCGA-AQ-A04J,0.02736572,,,
TCGA-AN-A0AK,0.148719473,,,
TCGA-A8-A06O,0.045105664,,,
TCGA-D8-A1XG,-0.233144407,,,
TCGA-B6-A402,-0.039042059,,,
TCGA-GM-A2DI,-0.461107421,,,
TCGA-EW-A1IX,-0.464132691,,,
TCGA-A8-A095,0.107522448,,,
TCGA-A8-A06Z,0.060032004,,,
TCGA-A1-A0SD,-0.381125895,,,
TCGA-A7-A0CG,-0.358682632,,,
TCGA-A2-A25E,0.124062612,,,
TCGA-A7-A13F,0.012957178,,,
TCGA-A8-A07C,0.167691218,,,
TCGA-D8-A1JH,-0.349107054,,,
TCGA-A2-A04N,-0.433056819,,,
TCGA-LL-A442,-0.064485019,,,
TCGA-C8-A130,-0.006794307,,,
TCGA-JL-A3YW,-0.271565503,,,
TCGA-BH-A0AY,-0.288788463,,,
TCGA-A2-A0EY,-0.215357589,,,
TCGA-AQ-A7U7,-0.422587534,,,
TCGA-BH-A208,-0.414560647,,,
TCGA-OL-A5RY,-0.338591192,,,
TCGA-B6-A40B,-0.280088774,,,
TCGA-BH-A42V,-0.436172957,,,
TCGA-E2-A105,-0.058805615,,,
TCGA-BH-A0BZ,0.006538381,,,
TCGA-AC-A2FK,-0.459746915,,,
TCGA-A8-A06P,-0.423599118,,,
TCGA-B6-A0IP,-0.067018816,,,
TCGA-D8-A27F,0.157623762,,,
TCGA-AN-A0FX,-0.023748605,,,
TCGA-PE-A5DD,-0.381295887,,,
TCGA-AN-A0XN,-0.358433518,,,
TCGA-E9-A1NA,-0.011265059,,,
TCGA-AC-A2FB,-0.37416659,,,
TCGA-LL-A73Z,-0.38593196,,,
TCGA-A7-A26F,-0.134388511,,,
TCGA-AC-A23E,-0.255809682,,,
TCGA-A2-A1FW,0.118973981,,,
TCGA-EW-A6SC,-0.216225495,,,
TCGA-AR-A5QP,-0.378265528,,,
TCGA-D8-A1XC,-0.311771906,,,
TCGA-EW-A1P5,-0.184536233,,,
TCGA-BH-A0RX,-0.220460604,,,
TCGA-A7-A13E,-0.150542411,,,
TCGA-A2-A0T5,-0.204800862,,,
TCGA-C8-A273,0.072761723,,,
TCGA-AR-A1AV,0.027297363,,,
TCGA-A7-A6VX,-0.215741168,,,
TCGA-AR-A24N,0.087534309,,,
TCGA-AN-A0FS,-0.256783495,,,
TCGA-C8-A8HP,-0.299406159,,,
TCGA-C8-A278,0.054903874,,,
TCGA-EW-A1P8,0.044181637,,,
TCGA-AR-A1AL,-0.275656405,,,
TCGA-A2-A0SV,0.107968854,,,
TCGA-A8-A084,0.009931442,,,
TCGA-D8-A1JK,-0.17119339,,,
TCGA-E2-A1LL,0.016079383,,,
TCGA-A8-A09V,-0.088760416,,,
TCGA-EW-A1OV,-0.298404505,,,
TCGA-B6-A0IO,-0.069883569,,,
TCGA-A2-A25A,-0.091901858,,,
TCGA-E2-A1IK,-0.436447163,,,
TCGA-B6-A0RL,0.037087892,,,
TCGA-A2-A0CV,-0.374949866,,,
TCGA-B6-A0X7,-0.428474402,,,
TCGA-BH-A1FR,-0.308363298,,,
TCGA-E9-A1R7,0.00313502,,,
TCGA-E9-A24A,-0.165956298,,,
TCGA-D8-A1JS,-0.302725835,,,
TCGA-BH-A0AZ,-0.454908976,,,
TCGA-BH-A0DK,-0.268908183,,,
TCGA-5L-AAT0,-0.532625393,,,
TCGA-D8-A1JP,-0.261965493,,,
TCGA-BH-A1FG,-0.256245256,,,
TCGA-AC-A7VC,-0.222168091,,,
TCGA-D8-A1X6,0.043749436,,,
TCGA-D8-A1JD,0.173006374,,,
TCGA-B6-A1KF,0.049703909,,,
TCGA-A2-A0YF,0.075822783,,,
TCGA-B6-A0RS,0.000596166,,,
TCGA-BH-A0HL,-0.088087659,,,
TCGA-E2-A15R,0.071307431,,,
TCGA-C8-A3M8,-0.034521137,,,
TCGA-C8-A26W,0.099806652,,,
TCGA-AN-A0XT,-0.372351873,,,
TCGA-BH-A1EW,-0.063716168,,,
TCGA-AQ-A1H3,-0.066342388,,,
TCGA-C8-A1HI,-0.135561165,,,
TCGA-BH-A0H3,-0.390022554,,,
TCGA-A8-A07B,-0.281449393,,,
TCGA-BH-A0B8,-0.269472344,,,
TCGA-E9-A248,0.100679274,,,
TCGA-AC-A23G,-0.497109899,,,
TCGA-E9-A243,0.086126385,,,
TCGA-AO-A0JA,-0.107104342,,,
TCGA-D8-A147,0.081524049,,,
TCGA-B6-A0RO,-0.277932415,,,
TCGA-A2-A0YG,0.166734887,,,
TCGA-E9-A1RF,-0.203300798,,,
TCGA-B6-A0X0,-0.34695623,,,
TCGA-C8-A275,0.15607626,,,
TCGA-BH-A18S,-0.299103196,,,
TCGA-AR-A0U3,-0.075901075,,,
TCGA-A7-A0CE,0.061319444,,,
TCGA-BH-A1FE,0.101195734,,,
TCGA-EW-A1PE,-0.314778648,,,
TCGA-AR-A24T,-0.364084876,,,
TCGA-GM-A2DH,0.178241857,,,
TCGA-B6-A0IM,0.049741374,,,
TCGA-BH-A0BP,-0.450623004,,,
TCGA-AO-A12E,-0.043001157,,,
TCGA-E2-A153,-0.537630626,,,
TCGA-B6-A0WX,-0.257757199,,,
TCGA-EW-A1OW,0.035384465,,,
TCGA-AR-A24K,0.137646715,,,
TCGA-A2-A0D4,0.1282132,,,
TCGA-BH-A0B4,-0.377870457,,,
TCGA-BH-A0W5,-0.431786978,,,
TCGA-BH-A0E2,-0.058890759,,,
TCGA-A7-A4SB,-0.268414284,,,
TCGA-E9-A1N6,-0.033186254,,,
TCGA-BH-A0BQ,-0.494445824,,,
TCGA-AR-A250,0.106196818,,,
TCGA-AR-A251,0.177077381,,,
TCGA-A8-A09M,-0.09668441,,,
TCGA-E2-A159,0.059335019,,,
TCGA-A2-A0CL,-0.099731809,,,
TCGA-BH-A18H,-0.354551154,,,
TCGA-EW-A6S9,-0.230601908,,,
TCGA-E9-A22H,0.13952556,,,
TCGA-AC-A2FG,-0.376729646,,,
TCGA-A2-A04Q,-0.073415148,,,
TCGA-C8-A1HF,0.156032878,,,
TCGA-AO-A0JE,-0.239270352,,,
TCGA-A8-A09K,-0.108621774,,,
TCGA-A2-A4RY,-0.519530364,,,
TCGA-BH-A0DI,-0.452885051,,,
TCGA-OL-A66I,-0.064073517,,,
TCGA-A8-A09Q,0.000368029,,,
TCGA-E2-A1IE,0.09436701,,,
TCGA-C8-A26Z,0.005674313,,,
TCGA-A2-A0YM,0.134998625,,,
TCGA-BH-A0C0,-0.092138793,,,
TCGA-A2-A0YH,-0.145678715,,,
TCGA-E2-A15C,-0.401112632,,,
TCGA-A2-A0EU,-0.099489071,,,
TCGA-D8-A1JM,0.091884513,,,
TCGA-D8-A1J8,0.128943395,,,
TCGA-A2-A0EP,-0.388393413,,,
TCGA-D8-A1XR,0.126882446,,,
TCGA-BH-A204,0.146745088,,,
TCGA-E9-A1RG,-0.270283182,,,
TCGA-D8-A27K,-0.35865496,,,
TCGA-B6-A0X5,0.019024487,,,
TCGA-E9-A5UO,-0.05335657,,,
TCGA-AR-A24O,-0.21315197,,,
TCGA-EW-A1P4,0.081891441,,,
TCGA-A2-A3XZ,-0.204923373,,,
TCGA-E2-A10B,-0.055332727,,,
TCGA-AN-A0AM,-0.05509793,,,
TCGA-A2-A4S2,-0.470099352,,,
TCGA-B6-A2IU,-0.345741256,,,
TCGA-A7-A0CH,-0.357684429,,,
TCGA-E9-A22G,0.139490576,,,
TCGA-E2-A15O,-0.067068316,,,
TCGA-S3-A6ZF,-0.002082815,,,
TCGA-E2-A1IJ,-0.553214091,,,
TCGA-A8-A07J,-0.48594997,,,
TCGA-E9-A1RE,0.087082689,,,
TCGA-A8-A08A,-0.364287808,,,
TCGA-AR-A255,-0.102120671,,,
TCGA-A2-A0CP,-0.575869402,,,
TCGA-AO-A12C,-0.440841872,,,
TCGA-A2-A0CT,-0.115415365,,,
TCGA-A2-A25D,-0.185939415,,,
TCGA-LL-A5YO,-0.321781698,,,
TCGA-A8-A09I,0.204269795,,,
TCGA-AR-A24Q,0.105764354,,,
TCGA-D8-A1XQ,0.095718515,,,
TCGA-AN-A0AS,-0.293418663,,,
TCGA-D8-A27G,-0.178319254,,,
TCGA-AR-A1AX,-0.228628503,,,
TCGA-BH-A18V,0.103463915,,,
TCGA-AR-A0TT,-0.136883557,,,
TCGA-BH-A18M,-0.295806424,,,
TCGA-A7-A26E,-0.212840221,,,
TCGA-AR-A24U,-0.011554913,,,
TCGA-AR-A1AH,0.106624924,,,
TCGA-A8-A07L,0.131962062,,,
TCGA-BH-A18L,0.129235911,,,
TCGA-E2-A1LE,-0.202808027,,,
TCGA-A7-A26H,-0.056521218,,,
TCGA-C8-A8HR,-0.340312125,,,
TCGA-OL-A66J,-0.471515373,,,
TCGA-AC-A8OS,-0.506675103,,,
TCGA-BH-A1EU,-0.249903165,,,
TCGA-S3-AA15,-0.336278562,,,
TCGA-B6-A1KN,0.150788011,,,
TCGA-A8-A08F,-0.002112106,,,
TCGA-A8-A06T,-0.059353462,,,
TCGA-AR-A2LK,0.144408948,,,
TCGA-LL-A441,-0.179997532,,,
TCGA-AR-A0U0,0.008341512,,,
TCGA-D8-A1XF,0.117280065,,,
TCGA-A8-A09E,0.01168776,,,
TCGA-A7-A26J,0.111821691,,,
TCGA-A8-A08I,0.100357513,,,
TCGA-5T-A9QA,-0.157281058,,,
TCGA-AO-A0JM,-0.121321063,,,
TCGA-E2-A1LG,0.085565529,,,
TCGA-AO-A0JC,-0.237618157,,,
TCGA-B6-A401,-0.383194385,,,
TCGA-LL-A7T0,-0.145790524,,,
TCGA-AR-A1AN,-0.261964577,,,
TCGA-C8-A26V,0.100902457,,,
TCGA-A2-A0EM,-0.256788608,,,
TCGA-BH-A0B7,-0.23652688,,,
TCGA-A7-A5ZV,-0.236307038,,,
TCGA-OL-A6VR,-0.346494454,,,
TCGA-BH-A0H9,-0.149042345,,,
TCGA-C8-A12X,-0.366602702,,,
TCGA-E2-A1LB,-0.208744001,,,
TCGA-D8-A140,-0.215284457,,,
TCGA-C8-A3M7,-0.291612567,,,
TCGA-E2-A15E,-0.372513979,,,
TCGA-A2-A0EV,-0.129350576,,,
TCGA-E9-A1RD,-0.08538498,,,
TCGA-D8-A27P,-0.425934127,,,
TCGA-C8-A12T,0.009146872,,,
TCGA-S3-A6ZH,0.077692445,,,
TCGA-OL-A5RZ,-0.101416944,,,
TCGA-S3-AA11,-0.30339315,,,
TCGA-A2-A3XX,-0.042081489,,,
TCGA-AR-A2LE,-0.409473937,,,
TCGA-A2-A0SW,-0.090313817,,,
TCGA-AR-A256,0.119982867,,,
TCGA-BH-A6R8,-0.32870588,,,
TCGA-A8-A06Y,-0.361046888,,,
TCGA-AC-A2FE,-0.430953132,,,
TCGA-AR-A1AQ,-0.030469943,,,
TCGA-D8-A1Y1,0.081087517,,,
TCGA-EW-A1PD,0.037081156,,,
TCGA-BH-A0HW,0.025982474,,,
TCGA-GI-A2C8,-0.451666556,,,
TCGA-A8-A09D,-0.231955041,,,
TCGA-C8-A12V,-0.144144786,,,
TCGA-AO-A12G,-0.355691037,,,
TCGA-BH-A1F2,0.054948607,,,
TCGA-AR-A1AO,-0.284064667,,,
TCGA-D8-A1X9,0.101853527,,,
TCGA-E2-A15J,-0.105248963,,,
TCGA-AC-A23C,-0.127474759,,,
TCGA-E9-A1QZ,-0.072891049,,,
TCGA-BH-A0HP,-0.327718591,,,
TCGA-A2-A0EQ,0.081850413,,,
TCGA-AR-A1AM,-0.511157198,,,
TCGA-E9-A1NH,-0.481531999,,,
TCGA-A8-A07R,0.135262992,,,
TCGA-A2-A3Y0,0.007211752,,,
TCGA-GM-A2DF,-0.157183183,,,
TCGA-E2-A150,-0.066473262,,,
TCGA-A8-A06Q,0.113418193,,,
TCGA-A8-A09B,-0.30389002,,,
TCGA-HN-A2OB,-0.539770914,,,
TCGA-AN-A0AJ,0.17438219,,,
TCGA-A7-A3J1,-0.385705759,,,
TCGA-E2-A106,-0.283761341,,,
TCGA-PL-A8LX,-0.395118924,,,
TCGA-C8-A12O,-0.053453806,,,
TCGA-C8-A1HK,0.004688283,,,
TCGA-B6-A0IK,-0.162171812,,,
TCGA-BH-A0BD,0.035053141,,,
TCGA-D8-A1XU,-0.340863006,,,
TCGA-E2-A15G,-0.371423953,,,
TCGA-D8-A1JB,-0.462320187,,,
TCGA-EW-A1J2,-0.356760301,,,
TCGA-A2-A0ET,0.09751077,,,
TCGA-A2-A3XW,-0.372952471,,,
TCGA-D8-A27R,-0.005826929,,,
TCGA-AO-A1KO,-0.368626685,,,
TCGA-EW-A6SD,-0.105614314,,,
TCGA-BH-A18P,0.085471965,,,
TCGA-A8-A08R,0.102077656,,,
TCGA-AO-A0JD,0.117293172,,,
TCGA-AR-A2LL,-0.108498195,,,
TCGA-D8-A27V,-0.172473279,,,
TCGA-BH-A0BO,-0.420383908,,,
TCGA-BH-A0DV,-0.445028159,,,
TCGA-A8-A08Z,-0.236965709,,,
TCGA-D8-A13Y,0.054734319,,,
TCGA-BH-A0C3,-0.290201038,,,
TCGA-D8-A145,-0.451048813,,,
TCGA-A2-A1G1,0.146363328,,,
TCGA-A1-A0SP,0.044992319,,,
TCGA-E9-A1RI,-0.278759743,,,
TCGA-AN-A04D,0.138306298,,,
TCGA-A8-A0AD,-0.24516581,,,
TCGA-A2-A0YK,-0.43004539,,,
TCGA-AN-A0FV,-0.111293991,,,
TCGA-A2-A25F,0.07696074,,,
TCGA-A8-A07E,0.044532148,,,
TCGA-A8-A079,0.067497049,,,
TCGA-BH-A0E7,-0.213203386,,,
TCGA-A1-A0SQ,-0.24256353,,,
TCGA-BH-A1ES,-0.276283917,,,
TCGA-A7-A0CJ,0.075344185,,,
TCGA-D8-A73U,-0.539157407,,,
TCGA-BH-A1FC,0.169604909,,,
TCGA-A2-A04V,-0.078697713,,,
TCGA-BH-A0HY,0.008247745,,,
TCGA-A8-A08H,-0.2754421,,,
TCGA-AR-A2LQ,-0.48732544,,,
TCGA-HN-A2NL,0.101376154,,,
TCGA-A2-A0CM,0.114255821,,,
TCGA-A8-A083,-0.278373711,,,
TCGA-BH-A0DG,-0.339463438,,,
TCGA-A7-A4SC,-0.487379812,,,
TCGA-S3-AA10,0.040166725,,,
TCGA-BH-A0DT,-0.420568181,,,
TCGA-AO-A12B,-0.172703817,,,
TCGA-E2-A10F,-0.303676324,,,
TCGA-A2-A1FV,-0.088862042,,,
TCGA-EW-A1OX,-0.149105779,,,
TCGA-B6-A0WZ,-0.223833927,,,
TCGA-B6-A0I6,0.024199212,,,
TCGA-E9-A245,-0.474270997,,,
TCGA-C8-A12N,-0.448203522,,,
TCGA-BH-A0HU,0.075821001,,,
TCGA-BH-A0B1,-0.123042229,,,
TCGA-D8-A1JC,0.074504107,,,
TCGA-E2-A15H,-0.015664918,,,
TCGA-BH-A0C1,-0.031362161,,,
TCGA-E2-A14Y,0.054366896,,,
TCGA-A2-A0YD,-0.407124207,,,
TCGA-E2-A10A,0.065815074,,,
TCGA-AO-A0JG,-0.390115331,,,
TCGA-D8-A27L,-0.375653114,,,
TCGA-BH-A18Q,0.049052227,,,
TCGA-OL-A6VQ,-0.514735711,,,
TCGA-E9-A1R2,-0.349597045,,,
TCGA-A2-A04T,0.108739637,,,
TCGA-BH-A18U,0.144403835,,,
TCGA-AN-A0XP,-0.305295606,,,
TCGA-BH-A1FU,-0.182572716,,,
TCGA-A8-A097,0.048066438,,,
TCGA-GM-A2DL,-0.204870486,,,
TCGA-LD-A7W6,-0.257827813,,,
TCGA-AC-A2BM,0.038626997,,,
TCGA-EW-A3E8,-0.380568152,,,
TCGA-BH-A0DS,-0.479394123,,,
TCGA-A2-A3XS,-0.087489822,,,
TCGA-A8-A0A1,-0.345649087,,,
TCGA-BH-A8FZ,-0.446479744,,,
TCGA-BH-A0B6,-0.467776161,,,
TCGA-BH-A0HK,-0.405376587,,,
TCGA-BH-A0B3,0.055256734,,,
TCGA-BH-A0C7,0.157205065,,,
TCGA-A7-A0DA,-0.090300063,,,
TCGA-B6-A0IQ,0.131093827,,,
TCGA-AN-A0FW,0.008506721,,,
TCGA-BH-A1EY,-0.410638236,,,
TCGA-BH-A0BA,-0.194175722,,,
TCGA-AC-A2FM,-0.130386556,,,
TCGA-AO-A12F,0.071855146,,,
TCGA-AR-A0TS,0.056332465,,,
TCGA-A1-A0SJ,-0.143220211,,,
TCGA-E9-A3QA,-0.012701567,,,
TCGA-S3-AA14,-0.373787822,,,
TCGA-BH-A0B5,0.067828622,,,
TCGA-A8-A096,0.055933971,,,
TCGA-EW-A6SA,0.106260853,,,
TCGA-E2-A15S,0.088211556,,,
TCGA-AC-A8OP,-0.395522377,,,
TCGA-A2-A25C,0.183551265,,,
TCGA-AN-A0FK,-0.04770048,,,
TCGA-AN-A049,-0.111997948,,,
TCGA-D8-A27T,-0.241844324,,,
TCGA-D8-A73X,-0.400417504,,,
TCGA-C8-A132,-0.300441567,,,
TCGA-E9-A229,-0.034911972,,,
TCGA-A8-A08P,-0.038351261,,,
TCGA-A8-A09W,0.070743898,,,
TCGA-E2-A14U,-0.433151997,,,
TCGA-D8-A1XM,0.046838563,,,